Kris Letang, 0.15
Zach Parise, 0.11
Josh Manson, 0.10
Mario Ferraro, 0.07
Phillip Di Giuseppe, 0.07
Simon Nemec, 0.07
Ryan Carpenter, 0.07
Tyler Myers, 0.06
Ryan Graves, 0.06
Ryan Suter, 0.06
Jan Rutta, 0.05
Brendan Smith, 0.04
Jonas Siegenthaler, 0.04
Tomas Nosek, 0.03
Kevin Bahl, 0.02
